oehistory178 oetas.fit.OEDisc2History test2 3.0 0.5 0.25 1.0 -30.0 365.0 0.0 1 0.001 1.0e-7 0.005 0.2 0.5 0.05 0.5 0.00001 3.0 5 -12.0 0 0.0 365.0 1 0 -28.0 6.8 -14.0 6.2 0.0 7.0 0.02 5.0 0.04 4.6 30.0 6.5 60.0 6.9 0.007 6.8
Generating magnitude of completeness function
magCat = 3.0
capF = 0.5
capG = 0.25
capH = 1.0
t_range_begin = -30.0
t_range_end = 365.0
eligible_mag = 0.0
eligible_count = 1
mag_eps = 0.001
time_eps = 1.0E-7
disc_base = 0.005
disc_delta = 0.2
disc_round = 0.5
disc_gap = 0.05
durlim_ratio = 0.5
durlim_min = 1.0E-5
durlim_max = 3.0
mag_cat_count = 5
division_mag = -12.0
division_count = 0
t_interval_begin = 0.0
t_interval_end = 365.0
before_max_count = 1
mag_cat_int_join = 0
time_mag_array:
  time = -28.0, mag = 6.8
  time = -14.0, mag = 6.2
  time = 0.0, mag = 7.0
  time = 0.02, mag = 5.0
  time = 0.04, mag = 4.6
  time = 30.0, mag = 6.5
  time = 60.0, mag = 6.9
  time = 0.007, mag = 6.8

rup_list:
  t = -28.0, mag = 6.8
  t = -14.0, mag = 6.2
  t = 0.0, mag = 7.0
  t = 0.02, mag = 5.0
  t = 0.04, mag = 4.6
  t = 30.0, mag = 6.5
  t = 60.0, mag = 6.9
  t = 0.007, mag = 6.8

OEDisc2History:
magCat = 3.0
rupture_count = 5
0, 0: t=-28.00000, mag=6.800, mc=3.000, cat=-1, x=0.000, y=0.000, tv=-28.00000, ii=false
1, 0: t=0.00000, mag=7.000, mc=3.000, cat=-1, x=0.000, y=0.000, tv=0.00000, ii=false
2, 23: t=0.00700, mag=6.800, mc=5.405, cat=-1, x=0.000, y=0.000, tv=0.00700, ii=false
3, 58: t=30.00000, mag=6.500, mc=3.000, cat=-1, x=0.000, y=0.000, tv=30.00000, ii=false
4, 68: t=60.00000, mag=6.900, mc=3.000, cat=-1, x=0.000, y=0.000, tv=60.00000, ii=false
i_outside_begin = 2
i_inside_begin = 2
i_inside_end = 5
i_outside_end = 5
interval_count = 170
0: time = 0.0, mc = 7.0, ismc = false
86: time = 114.0, mc = 3.0, ismc = true
87: time = 117.0, mc = 3.0, ismc = true
88: time = 120.0, mc = 3.0, ismc = true
89: time = 123.0, mc = 3.0, ismc = true
90: time = 126.0, mc = 3.0, ismc = true
91: time = 129.0, mc = 3.0, ismc = true
92: time = 132.0, mc = 3.0, ismc = true
93: time = 135.0, mc = 3.0, ismc = true
94: time = 138.0, mc = 3.0, ismc = true
95: time = 141.0, mc = 3.0, ismc = true
96: time = 144.0, mc = 3.0, ismc = true
97: time = 147.0, mc = 3.0, ismc = true
98: time = 150.0, mc = 3.0, ismc = true
99: time = 153.0, mc = 3.0, ismc = true
100: time = 156.0, mc = 3.0, ismc = true
101: time = 159.0, mc = 3.0, ismc = true
102: time = 162.0, mc = 3.0, ismc = true
103: time = 165.0, mc = 3.0, ismc = true
104: time = 168.0, mc = 3.0, ismc = true
105: time = 171.0, mc = 3.0, ismc = true
106: time = 174.0, mc = 3.0, ismc = true
107: time = 177.0, mc = 3.0, ismc = true
108: time = 180.0, mc = 3.0, ismc = true
109: time = 183.0, mc = 3.0, ismc = true
110: time = 186.0, mc = 3.0, ismc = true
111: time = 189.0, mc = 3.0, ismc = true
112: time = 192.0, mc = 3.0, ismc = true
113: time = 195.0, mc = 3.0, ismc = true
114: time = 198.0, mc = 3.0, ismc = true
115: time = 201.0, mc = 3.0, ismc = true
116: time = 204.0, mc = 3.0, ismc = true
117: time = 207.0, mc = 3.0, ismc = true
118: time = 210.0, mc = 3.0, ismc = true
119: time = 213.0, mc = 3.0, ismc = true
120: time = 216.0, mc = 3.0, ismc = true
121: time = 219.0, mc = 3.0, ismc = true
122: time = 222.0, mc = 3.0, ismc = true
123: time = 225.0, mc = 3.0, ismc = true
124: time = 228.0, mc = 3.0, ismc = true
125: time = 231.0, mc = 3.0, ismc = true
126: time = 234.0, mc = 3.0, ismc = true
127: time = 237.0, mc = 3.0, ismc = true
128: time = 240.0, mc = 3.0, ismc = true
129: time = 243.0, mc = 3.0, ismc = true
130: time = 246.0, mc = 3.0, ismc = true
131: time = 249.0, mc = 3.0, ismc = true
132: time = 252.0, mc = 3.0, ismc = true
133: time = 255.0, mc = 3.0, ismc = true
134: time = 258.0, mc = 3.0, ismc = true
135: time = 261.0, mc = 3.0, ismc = true
136: time = 264.0, mc = 3.0, ismc = true
137: time = 267.0, mc = 3.0, ismc = true
138: time = 270.0, mc = 3.0, ismc = true
139: time = 273.0, mc = 3.0, ismc = true
140: time = 276.0, mc = 3.0, ismc = true
141: time = 279.0, mc = 3.0, ismc = true
142: time = 282.0, mc = 3.0, ismc = true
143: time = 285.0, mc = 3.0, ismc = true
144: time = 288.0, mc = 3.0, ismc = true
145: time = 291.0, mc = 3.0, ismc = true
146: time = 294.0, mc = 3.0, ismc = true
147: time = 297.0, mc = 3.0, ismc = true
148: time = 300.0, mc = 3.0, ismc = true
149: time = 303.0, mc = 3.0, ismc = true
150: time = 306.0, mc = 3.0, ismc = true
151: time = 309.0, mc = 3.0, ismc = true
152: time = 312.0, mc = 3.0, ismc = true
153: time = 315.0, mc = 3.0, ismc = true
154: time = 318.0, mc = 3.0, ismc = true
155: time = 321.0, mc = 3.0, ismc = true
156: time = 324.0, mc = 3.0, ismc = true
157: time = 327.0, mc = 3.0, ismc = true
158: time = 330.0, mc = 3.0, ismc = true
159: time = 333.0, mc = 3.0, ismc = true
160: time = 336.0, mc = 3.0, ismc = true
161: time = 339.0, mc = 3.0, ismc = true
162: time = 342.0, mc = 3.0, ismc = true
163: time = 345.0, mc = 3.0, ismc = true
164: time = 348.0, mc = 3.0, ismc = true
165: time = 351.0, mc = 3.0, ismc = true
166: time = 354.0, mc = 3.0, ismc = true
167: time = 357.0, mc = 3.0, ismc = true
168: time = 360.0, mc = 3.0, ismc = true
169: time = 362.5, mc = 3.0, ismc = true
170: time = 365.0
req_t_interval_begin = 0.0
req_t_interval_end = 365.0

